"gene_id","gene_name"
"ENSG00000088808","PPP1R13B"
"ENSG00000088854","C20orf194"
"ENSG00000089048","ESF1"
"ENSG00000089159","PXN"
"ENSG00000089351","GRAMD1A"
"ENSG00000089639","GMIP"
"ENSG00000089692","LAG3"
"ENSG00000089902","RCOR1"
"ENSG00000089916","GPATCH2L"
"ENSG00000090470","PDCD7"
"ENSG00000090565","RAB11FIP3"
"ENSG00000090615","GOLGA3"
"ENSG00000090905","TNRC6A"
"ENSG00000090975","PITPNM2"
"ENSG00000091009","RBM27"
"ENSG00000091732","ZC3HC1"
"ENSG00000092929","UNC13D"
"ENSG00000094841","UPRT"
"ENSG00000095397","WHRN"
"ENSG00000095564","BTAF1"
"ENSG00000095752","IL11"
"ENSG00000095787","WAC"
"ENSG00000095932","SMIM24"
"ENSG00000095951","HIVEP1"
"ENSG00000096384","HSP90AB1"
"ENSG00000096717","SIRT1"
"ENSG00000099326","MZF1"
"ENSG00000099331","MYO9B"
"ENSG00000099625","CBARP"
"ENSG00000099814","CEP170B"
"ENSG00000099822","HCN2"
"ENSG00000099860","GADD45B"
"ENSG00000099889","ARVCF"
"ENSG00000099917","MED15"
"ENSG00000099942","CRKL"
"ENSG00000099949","LZTR1"
"ENSG00000100060","MFNG"
"ENSG00000100068","LRP5L"
"ENSG00000100201","DDX17"
"ENSG00000100219","XBP1"
"ENSG00000100221","JOSD1"
"ENSG00000100242","SUN2"
"ENSG00000100258","LMF2"
"ENSG00000100263","RHBDD3"
"ENSG00000100288","CHKB"
"ENSG00000100290","BIK"
"ENSG00000100403","ZC3H7B"
"ENSG00000100425","BRD1"
"ENSG00000100485","SOS2"
"ENSG00000100532","CGRRF1"
"ENSG00000100625","SIX4"
"ENSG00000100650","SRSF5"
"ENSG00000100664","EIF5"
"ENSG00000100697","DICER1"
"ENSG00000100731","PCNX1"
"ENSG00000100813","ACIN1"
"ENSG00000100836","PABPN1"
"ENSG00000100867","DHRS2"
"ENSG00000100889","PCK2"
"ENSG00000100906","NFKBIA"
"ENSG00000100941","PNN"
"ENSG00000101004","NINL"
"ENSG00000101104","PABPC1L"
"ENSG00000101160","CTSZ"
"ENSG00000101189","MRGBP"
"ENSG00000101191","DIDO1"
"ENSG00000101216","GMEB2"
"ENSG00000101236","RNF24"
"ENSG00000101255","TRIB3"
"ENSG00000101290","CDS2"
"ENSG00000101544","ADNP2"
"ENSG00000101558","VAPA"
"ENSG00000101577","LPIN2"
"ENSG00000101665","SMAD7"
"ENSG00000101745","ANKRD12"
"ENSG00000101751","POLI"
"ENSG00000101752","MIB1"
"ENSG00000101940","WDR13"
"ENSG00000101986","ABCD1"
"ENSG00000102003","SYP"
"ENSG00000102032","RENBP"
"ENSG00000102034","ELF4"
"ENSG00000102038","SMARCA1"
"ENSG00000102195","GPR50"
"ENSG00000102287","GABRE"
"ENSG00000102302","FGD1"
"ENSG00000102349","KLF8"
"ENSG00000102531","FNDC3A"
"ENSG00000102547","CAB39L"
"ENSG00000102699","PARP4"
"ENSG00000102760","RGCC"
"ENSG00000102780","DGKH"
"ENSG00000102781","KATNAL1"
"ENSG00000102786","INTS6"
"ENSG00000102858","MGRN1"
"ENSG00000102901","CENPT"
"ENSG00000102908","NFAT5"
"ENSG00000102984","ZNF821"
"ENSG00000103034","NDRG4"
"ENSG00000103126","AXIN1"
"ENSG00000103154","NECAB2"
"ENSG00000103249","CLCN7"
"ENSG00000103257","SLC7A5"
"ENSG00000103269","RHBDL1"
"ENSG00000103275","UBE2I"
"ENSG00000103316","CRYM"
"ENSG00000103326","CAPN15"
"ENSG00000103335","PIEZO1"
"ENSG00000103365","GGA2"
"ENSG00000103496","STX4"
"ENSG00000103647","CORO2B"
"ENSG00000103723","AP3B2"
"ENSG00000103855","CD276"
"ENSG00000103942","HOMER2"
"ENSG00000104064","GABPB1"
"ENSG00000104177","MYEF2"
"ENSG00000104219","ZDHHC2"
"ENSG00000104365","IKBKB"
"ENSG00000104497","SNX16"
"ENSG00000104635","SLC39A14"
"ENSG00000104643","MTMR9"
"ENSG00000104687","GSR"
"ENSG00000104695","PPP2CB"
"ENSG00000104722","NEFM"
"ENSG00000104728","ARHGEF10"
"ENSG00000104756","KCTD9"
"ENSG00000104783","KCNN4"
"ENSG00000104826","LHB"
"ENSG00000104852","SNRNP70"
"ENSG00000104856","RELB"
"ENSG00000104859","CLASRP"
"ENSG00000104879","CKM"
"ENSG00000104899","AMH"
"ENSG00000104904","OAZ1"
"ENSG00000104936","DMPK"
"ENSG00000104957","CCDC130"
"ENSG00000104960","PTOV1"
"ENSG00000104976","SNAPC2"
"ENSG00000104980","TIMM44"
"ENSG00000104998","IL27RA"
"ENSG00000105245","NUMBL"
"ENSG00000105321","CCDC9"
"ENSG00000105329","TGFB1"
"ENSG00000105339","DENND3"
"ENSG00000105376","ICAM5"
"ENSG00000105419","MEIS3"
"ENSG00000105443","CYTH2"
"ENSG00000105499","PLA2G4C"
"ENSG00000105559","PLEKHA4"
"ENSG00000105613","MAST1"
"ENSG00000105643","ARRDC2"
"ENSG00000105655","ISYNA1"
"ENSG00000105656","ELL"
"ENSG00000105700","KXD1"
"ENSG00000105722","ERF"
"ENSG00000105737","GRIK5"
"ENSG00000105784","RUNDC3B"
"ENSG00000105821","DNAJC2"
"ENSG00000105825","TFPI2"
"ENSG00000105879","CBLL1"
"ENSG00000105976","MET"
"ENSG00000105991","HOXA1"
"ENSG00000106070","GRB10"
"ENSG00000106086","PLEKHA8"
"ENSG00000106089","STX1A"
"ENSG00000106105","GARS"
"ENSG00000106178","CCL24"
"ENSG00000106266","SNX8"
"ENSG00000106366","SERPINE1"
"ENSG00000106397","PLOD3"
"ENSG00000106404","CLDN15"
"ENSG00000106524","ANKMY2"
"ENSG00000106608","URGCP"
"ENSG00000106624","AEBP1"
"ENSG00000106665","CLIP2"
"ENSG00000106701","FSD1L"
"ENSG00000107077","KDM4C"
"ENSG00000107140","TESK1"
"ENSG00000107175","CREB3"
"ENSG00000107186","MPDZ"
"ENSG00000107263","RAPGEF1"
"ENSG00000107281","NPDC1"
"ENSG00000107290","SETX"
"ENSG00000107404","DVL1"
"ENSG00000107443","CCNJ"
"ENSG00000107560","RAB11FIP2"
"ENSG00000107643","MAPK8"
"ENSG00000107819","SFXN3"
"ENSG00000107863","ARHGAP21"
"ENSG00000107929","LARP4B"
"ENSG00000108179","PPIF"
"ENSG00000108256","NUFIP2"
"ENSG00000108379","WNT3"
"ENSG00000108448","TRIM16L"
"ENSG00000108506","INTS2"
"ENSG00000108509","CAMTA2"
"ENSG00000108510","MED13"
"ENSG00000108515","ENO3"
"ENSG00000108551","RASD1"
"ENSG00000108654","DDX5"
"ENSG00000108846","ABCC3"
"ENSG00000108854","SMURF2"
"ENSG00000109046","WSB1"
"ENSG00000109113","RAB34"
"ENSG00000109184","DCUN1D4"
"ENSG00000109220","CHIC2"
"ENSG00000109320","NFKB1"
"ENSG00000109332","UBE2D3"
"ENSG00000109685","NSD2"
"ENSG00000109736","MFSD10"
"ENSG00000109756","RAPGEF2"
"ENSG00000109762","SNX25"
"ENSG00000109920","FNBP4"
"ENSG00000109956","B3GAT1"
"ENSG00000109971","HSPA8"
"ENSG00000110046","ATG2A"
"ENSG00000110066","KMT5B"
"ENSG00000110169","HPX"
"ENSG00000110171","TRIM3"
"ENSG00000110172","CHORDC1"
"ENSG00000110274","CEP164"
"ENSG00000110395","CBL"
"ENSG00000110492","MDK"
"ENSG00000110619","CARS"
"ENSG00000110697","PITPNM1"
"ENSG00000110719","TCIRG1"
"ENSG00000110721","CHKA"
"ENSG00000110888","CAPRIN2"
"ENSG00000111011","RSRC2"
"ENSG00000111252","SH2B3"
"ENSG00000111254","AKAP3"
"ENSG00000111371","SLC38A1"
"ENSG00000111450","STX2"
"ENSG00000111674","ENO2"
"ENSG00000111696","NT5DC3"
"ENSG00000111725","PRKAB1"
"ENSG00000111727","HCFC2"
"ENSG00000111785","RIC8B"
"ENSG00000111790","FGFR1OP2"
"ENSG00000111860","CEP85L"
"ENSG00000111885","MAN1A1"
"ENSG00000111886","GABRR2"
"ENSG00000111897","SERINC1"
"ENSG00000111962","UST"
"ENSG00000111981","ULBP1"
"ENSG00000112081","SRSF3"
"ENSG00000112110","MRPL18"
"ENSG00000112146","FBXO9"
"ENSG00000112183","RBM24"
"ENSG00000112208","BAG2"
"ENSG00000112242","E2F3"
"ENSG00000112308","C6orf62"
"ENSG00000112379","ARFGEF3"
"ENSG00000112511","PHF1"
"ENSG00000112561","TFEB"
"ENSG00000112655","PTK7"
"ENSG00000112701","SENP6"
"ENSG00000112715","VEGFA"
"ENSG00000112763","BTN2A1"
"ENSG00000112877","CEP72"
"ENSG00000112941","TENT4A"
"ENSG00000113240","CLK4"
"ENSG00000113407","TARS"
"ENSG00000113430","IRX4"
"ENSG00000113504","SLC12A7"
"ENSG00000113594","LIFR"
"ENSG00000113739","STC2"
"ENSG00000113758","DBN1"
"ENSG00000113971","NPHP3"
"ENSG00000114107","CEP70"
"ENSG00000114529","C3orf52"
"ENSG00000114554","PLXNA1"
"ENSG00000114857","NKTR"
"ENSG00000114923","SLC4A3"
"ENSG00000114933","INO80D"
"ENSG00000115009","CCL20"
"ENSG00000115226","FNDC4"
"ENSG00000115355","CCDC88A"
"ENSG00000115419","GLS"
"ENSG00000115446","UNC50"
"ENSG00000115464","USP34"
"ENSG00000115548","KDM3A"
"ENSG00000115568","ZNF142"
"ENSG00000115596","WNT6"
"ENSG00000115602","IL1RL1"
"ENSG00000115758","ODC1"
"ENSG00000115825","PRKD3"
"ENSG00000115844","DLX2"
"ENSG00000115902","SLC1A4"
"ENSG00000115966","ATF2"
"ENSG00000115977","AAK1"
"ENSG00000115998","C2orf42"
"ENSG00000116017","ARID3A"
"ENSG00000116128","BCL9"
"ENSG00000116161","CACYBP"
"ENSG00000116212","LRRC42"
"ENSG00000116273","PHF13"
"ENSG00000116539","ASH1L"
"ENSG00000116560","SFPQ"
"ENSG00000116584","ARHGEF2"
"ENSG00000116652","DLEU2L"
"ENSG00000116761","CTH"
"ENSG00000116954","RRAGC"
"ENSG00000117000","RLF"
"ENSG00000117020","AKT3"
"ENSG00000117245","KIF17"
"ENSG00000117360","PRPF3"
"ENSG00000117394","SLC2A1"
"ENSG00000117480","FAAH"
"ENSG00000117500","TMED5"
"ENSG00000117519","CNN3"
"ENSG00000117569","PTBP2"
"ENSG00000117614","SYF2"
"ENSG00000117616","RSRP1"
"ENSG00000118058","KMT2A"
"ENSG00000118160","SLC8A2"
"ENSG00000118162","KPTN"
"ENSG00000118369","USP35"
"ENSG00000118495","PLAGL1"
"ENSG00000118496","FBXO30"
"ENSG00000118620","ZNF430"
"ENSG00000118707","TGIF2"
"ENSG00000118804","STBD1"
"ENSG00000118922","KLF12"
"ENSG00000119042","SATB2"
"ENSG00000119048","UBE2B"
"ENSG00000119326","CTNNAL1"
"ENSG00000119403","PHF19"
"ENSG00000119599","DCAF4"
"ENSG00000119688","ABCD4"
"ENSG00000119707","RBM25"
"ENSG00000119772","DNMT3A"
"ENSG00000119888","EPCAM"
"ENSG00000119943","PYROXD2"
"ENSG00000119953","SMNDC1"
"ENSG00000120063","GNA13"
"ENSG00000120071","KANSL1"
"ENSG00000120129","DUSP1"
"ENSG00000120254","MTHFD1L"
"ENSG00000120306","CYSTM1"
"ENSG00000120314","WDR55"
"ENSG00000120370","GORAB"
"ENSG00000120549","KIAA1217"
"ENSG00000120616","EPC1"
"ENSG00000120662","MTRF1"
"ENSG00000120686","UFM1"
"ENSG00000120690","ELF1"
"ENSG00000120694","HSPH1"
"ENSG00000120738","EGR1"
"ENSG00000120833","SOCS2"
"ENSG00000120885","CLU"
"ENSG00000120889","TNFRSF10B"
"ENSG00000120899","PTK2B"
"ENSG00000120910","PPP3CC"
"ENSG00000120913","PDLIM2"
"ENSG00000121274","TENT4B"
"ENSG00000121281","ADCY7"
"ENSG00000121297","TSHZ3"
"ENSG00000121716","PILRB"
"ENSG00000121879","PIK3CA"
"ENSG00000121903","ZSCAN20"
"ENSG00000121931","LRIF1"
"ENSG00000121940","CLCC1"
"ENSG00000122008","POLK"
"ENSG00000122042","UBL3"
"ENSG00000122299","ZC3H7A"
"ENSG00000122376","SHLD2"
"ENSG00000122483","CCDC18"
"ENSG00000122515","ZMIZ2"
"ENSG00000122641","INHBA"
"ENSG00000122861","PLAU"
"ENSG00000122863","CHST3"
"ENSG00000122884","P4HA1"
"ENSG00000122971","ACADS"
"ENSG00000123094","RASSF8"
"ENSG00000123130","ACOT9"
"ENSG00000123143","PKN1"
"ENSG00000123268","ATF1"
"ENSG00000123342","MMP19"
"ENSG00000123358","NR4A1"
"ENSG00000123384","LRP1"
"ENSG00000123388","HOXC11"
"ENSG00000123411","IKZF4"
"ENSG00000123643","SLC36A1"
"ENSG00000123684","LPGAT1"
"ENSG00000123689","G0S2"
"ENSG00000123815","COQ8B"
"ENSG00000123908","AGO2"
"ENSG00000124067","SLC12A4"
"ENSG00000124145","SDC4"
"ENSG00000124171","PARD6B"
"ENSG00000124193","SRSF6"
"ENSG00000124216","SNAI1"
"ENSG00000124226","RNF114"
"ENSG00000124257","NEURL2"
"ENSG00000124575","HIST1H1D"
"ENSG00000124610","HIST1H1A"
"ENSG00000124635","HIST1H2BJ"
"ENSG00000124788","ATXN1"
"ENSG00000124831","LRRFIP1"
"ENSG00000124839","RAB17"
"ENSG00000124875","CXCL6"
"ENSG00000125089","SH3TC1"
"ENSG00000125347","IRF1"
"ENSG00000125386","FAM193A"
"ENSG00000125505","MBOAT7"
"ENSG00000125508","SRMS"
"ENSG00000125531","FNDC11"
"ENSG00000125633","CCDC93"
"ENSG00000125730","C3"
"ENSG00000125731","SH2D3A"
"ENSG00000125735","TNFSF14"
"ENSG00000125740","FOSB"
"ENSG00000125753","VASP"
"ENSG00000125850","OVOL2"
"ENSG00000126012","KDM5C"
"ENSG00000126070","AGO3"
"ENSG00000126214","KLC1"
"ENSG00000126226","PCID2"
"ENSG00000126453","BCL2L12"
"ENSG00000126461","SCAF1"
"ENSG00000126603","GLIS2"
"ENSG00000126767","ELK1"
"ENSG00000126870","WDR60"
"ENSG00000127054","INTS11"
"ENSG00000127124","HIVEP3"
"ENSG00000127191","TRAF2"
"ENSG00000127314","RAP1B"
"ENSG00000127418","FGFRL1"
"ENSG00000127483","HP1BP3"
"ENSG00000127511","SIN3B"
"ENSG00000127561","SYNGR3"
"ENSG00000127663","KDM4B"
"ENSG00000127993","RBM48"
"ENSG00000128016","ZFP36"
"ENSG00000128165","ADM2"
"ENSG00000128191","DGCR8"
"ENSG00000128272","ATF4"
"ENSG00000128298","BAIAP2L2"
"ENSG00000128342","LIF"
"ENSG00000128482","RNF112"
"ENSG00000128510","CPA4"
"ENSG00000128512","DOCK4"
"ENSG00000128564","VGF"
"ENSG00000128591","FLNC"
"ENSG00000128604","IRF5"
"ENSG00000128908","INO80"
"ENSG00000128965","CHAC1"
"ENSG00000129245","FXR2"
"ENSG00000129355","CDKN2D"
"ENSG00000129460","NGDN"
"ENSG00000129467","ADCY4"
"ENSG00000129472","RAB2B"
"ENSG00000129566","TEP1"
"ENSG00000129667","RHBDF2"
"ENSG00000129925","TMEM8A"
"ENSG00000129968","ABHD17A"
"ENSG00000130024","PHF10"
"ENSG00000130052","STARD8"
"ENSG00000130066","SAT1"
"ENSG00000130158","DOCK6"
"ENSG00000130222","GADD45G"
"ENSG00000130254","SAFB2"
"ENSG00000130294","KIF1A"
"ENSG00000130340","SNX9"
"ENSG00000130396","AFDN"
"ENSG00000130449","ZSWIM6"
"ENSG00000130479","MAP1S"
"ENSG00000130545","CRB3"
"ENSG00000130584","ZBTB46"
"ENSG00000130589","HELZ2"
"ENSG00000130684","ZNF337"
"ENSG00000130699","TAF4"
"ENSG00000130702","LAMA5"
"ENSG00000130707","ASS1"
"ENSG00000130749","ZC3H4"
"ENSG00000130758","MAP3K10"
"ENSG00000130762","ARHGEF16"
"ENSG00000130766","SESN2"
"ENSG00000130787","HIP1R"
"ENSG00000130818","ZNF426"
"ENSG00000130821","SLC6A8"
"ENSG00000130822","PNCK"
"ENSG00000130827","PLXNA3"
"ENSG00000130856","ZNF236"
"ENSG00000130921","C12orf65"
"ENSG00000131013","PPIL4"
"ENSG00000131051","RBM39"
"ENSG00000131067","GGT7"
"ENSG00000131115","ZNF227"
"ENSG00000131149","GSE1"
"ENSG00000131196","NFATC1"
"ENSG00000131263","RLIM"
"ENSG00000131323","TRAF3"
"ENSG00000131435","PDLIM4"
"ENSG00000131471","AOC3"
"ENSG00000131480","AOC2"
"ENSG00000131584","ACAP3"
"ENSG00000131620","ANO1"
"ENSG00000131626","PPFIA1"
"ENSG00000131652","THOC6"
"ENSG00000131711","MAP1B"
"ENSG00000131725","WDR44"
"ENSG00000131759","RARA"
"ENSG00000131871","SELENOS"
"ENSG00000131931","THAP1"
"ENSG00000131941","RHPN2"
"ENSG00000131943","C19orf12"
"ENSG00000132002","DNAJB1"
"ENSG00000132003","ZSWIM4"
"ENSG00000132254","ARFIP2"
"ENSG00000132323","ILKAP"
"ENSG00000132326","PER2"
"ENSG00000132481","TRIM47"
"ENSG00000132510","KDM6B"
"ENSG00000132680","KHDC4"
"ENSG00000132694","ARHGEF11"
"ENSG00000132819","RBM38"
"ENSG00000132823","OSER1"
"ENSG00000132906","CASP9"
"ENSG00000132950","ZMYM5"
"ENSG00000133065","SLC41A1"
"ENSG00000133101","CCNA1"
"ENSG00000133104","SPART"
"ENSG00000133316","WDR74"
"ENSG00000133398","MED10"
"ENSG00000133657","ATP13A3"
"ENSG00000133703","KRAS"
"ENSG00000133731","IMPA1"
"ENSG00000133794","ARNTL"
"ENSG00000133818","RRAS2"
"ENSG00000133858","ZFC3H1"
"ENSG00000133961","NUMB"
"ENSG00000133985","TTC9"
"ENSG00000134072","CAMK1"
"ENSG00000134086","VHL"
"ENSG00000134107","BHLHE40"
"ENSG00000134186","PRPF38B"
"ENSG00000134278","SPIRE1"
"ENSG00000134285","FKBP11"
"ENSG00000134318","ROCK2"
"ENSG00000134324","LPIN1"
"ENSG00000134352","IL6ST"
"ENSG00000134371","CDC73"
"ENSG00000134463","ECHDC3"
"ENSG00000134644","PUM1"
"ENSG00000134698","AGO4"
"ENSG00000134758","RNF138"
"ENSG00000134815","DHX34"
"ENSG00000134954","ETS1"
"ENSG00000135048","CEMIP2"
"ENSG00000135097","MSI1"
"ENSG00000135164","DMTF1"
"ENSG00000135253","KCP"
"ENSG00000135269","TES"
"ENSG00000135365","PHF21A"
"ENSG00000135424","ITGA7"
"ENSG00000135476","ESPL1"
"ENSG00000135596","MICAL1"
"ENSG00000135604","STX11"
"ENSG00000135740","SLC9A5"
"ENSG00000135870","RC3H1"
"ENSG00000135919","SERPINE2"
"ENSG00000135976","ANKRD36"
"ENSG00000136010","ALDH1L2"
"ENSG00000136052","SLC41A2"
"ENSG00000136158","SPRY2"
"ENSG00000136273","HUS1"
"ENSG00000136451","VEZF1"
"ENSG00000136490","LIMD2"
"ENSG00000136603","SKIL"
"ENSG00000136870","ZNF189"
"ENSG00000136877","FPGS"
"ENSG00000136883","KIF12"
"ENSG00000136999","CCN3"
"ENSG00000137075","RNF38"
"ENSG00000137076","TLN1"
"ENSG00000137094","DNAJB5"
"ENSG00000137171","KLC4"
"ENSG00000137185","ZSCAN9"
"ENSG00000137218","FRS3"
"ENSG00000137221","TJAP1"
"ENSG00000137331","IER3"
"ENSG00000137338","PGBD1"
"ENSG00000137343","ATAT1"
"ENSG00000137409","MTCH1"
"ENSG00000137411","VARS2"
"ENSG00000137474","MYO7A"
"ENSG00000137496","IL18BP"
"ENSG00000137504","CREBZF"
"ENSG00000137770","CTDSPL2"
"ENSG00000137817","PARP6"
"ENSG00000137877","SPTBN5"
"ENSG00000137942","FNBP1L"
"ENSG00000138031","ADCY3"
"ENSG00000138050","THUMPD2"
"ENSG00000138081","FBXO11"
"ENSG00000138166","DUSP5"
"ENSG00000138347","MYPN"
"ENSG00000138356","AOX1"
"ENSG00000138386","NAB1"
"ENSG00000138613","APH1B"
"ENSG00000138623","SEMA7A"
"ENSG00000138678","GPAT3"
"ENSG00000138709","LARP1B"
"ENSG00000138769","CDKL2"
"ENSG00000138834","MAPK8IP3"
"ENSG00000139112","GABARAPL1"
"ENSG00000139182","CLSTN3"
"ENSG00000139190","VAMP1"
"ENSG00000139354","GAS2L3"
"ENSG00000139372","TDG"
"ENSG00000139496","NUP58"
"ENSG00000139514","SLC7A1"
"ENSG00000139517","LNX2"
"ENSG00000139597","N4BP2L1"
"ENSG00000139624","CERS5"
"ENSG00000139636","LMBR1L"
"ENSG00000139645","ANKRD52"
"ENSG00000139718","SETD1B"
"ENSG00000139998","RAB15"
"ENSG00000140044","JDP2"
"ENSG00000140320","BAHD1"
"ENSG00000140367","UBE2Q2"
"ENSG00000140398","NEIL1"
"ENSG00000140400","MAN2C1"
"ENSG00000140403","DNAJA4"
"ENSG00000140406","TLNRD1"
"ENSG00000140511","HAPLN3"
"ENSG00000140521","POLG"
"ENSG00000140577","CRTC3"
"ENSG00000140743","CDR2"
"ENSG00000140829","DHX38"
"ENSG00000140830","TXNL4B"
"ENSG00000140848","CPNE2"
"ENSG00000140931","CMTM3"
"ENSG00000140941","MAP1LC3B"
"ENSG00000140961","OSGIN1"
"ENSG00000140983","RHOT2"
"ENSG00000141002","TCF25"
"ENSG00000141086","CTRL"
"ENSG00000141258","SGSM2"
"ENSG00000141384","TAF4B"
